OTUID	S513	S391	S535	S234	S130	S195	S312	S422	S173	S508	S448	S147	S514	S496	S245	S46	S42	S656	S359	S523	S712	S230	S688	S528	S471	S708	S21	S311	S255	S554	S225	S376	S392	S294	S679	S555	S27	S649	S539	S267	S714	S682	S24	S643	S367	S635	S235	S590	S449	S377	S603	S695	S277	S183	S44	S404	S557	S50	S268	S640	S151	S407	S639	S258	S290	S418	S638	S174	S653	S447	S4	S435	S319	S29	S293	S204	S519	S133	S390	S170	S369	S296	S394	S473	S581	S192	S237	S8	S385	S132	S624	S249	S659	S301	S442	S380	S580	S481	S20	S413	S463	S139	S525	S172	S212	S500	S472	S256	S379	S530	S220	S242	S168	S169	S661	S560	S614	S382	S257	S213	S484	S485	S203	S488	S405	S556	S476	S417	S450	S240	S567	S156	S129	S10	S303	S364	S713	S182	S165	S529	S123	S697	S336	S331	S625	S578	S28	S550	S161	S244	S469	S134	S125	S127	S246	S424	S282	S58	S601	S520	S238	S163	S451	S352	S178	S162	S179	S149	S593	S414	S306	S536	S515	S582	S689	S475	S34	S374	S623	S370	S1	S654	S135	S389	S675	S499	S664	S222	S545	S662	S454	S144	S274	S648	S197	S302	S122	S120	S124	S248	S381	S452	S190	S406	S366	S18	S202	S308	S402	S507	S466	S674	S216	S19	S160	S709	S579	S13	S362	S592	S680	S710	S673	S696	S211	S397	S239	S479	S461	S419	S460	S341	S636	S207	S626	S467	S358	S589	S501	S541	S188	S5	S677	S408	S351	S629	S332	S502	S281	S588	S263	S153	S193	S544	S280	S612	S705	S711	S158	S615	S33	S655	S477	S506	S145	S25	S305	S48	S253	S250	S272	S667	S313	S604	S443	S233	S201	S345	S658	S719	S328	S388	S398	S650	S690	S186	S353	S715	S503	S546	S583	S717	S136	S611	S489	S152	S36	S226	S716	S287	S538	S35	S703	S537	S131	S504	S399	S348	S591	S702	S491	S167	S361	S307	S57	S692	S457	S652	S704	S543	S586	S278	S641	S354	S600	S569	S459	S126	S327	S651	S526	S474	S605	S387	S326	S660	S632	S260	S210	S318	S252	S283	S236	S259	S527	S421	S214	S344	S347	S548	S206	S522	S430	S269	S154	S676	S227	S221	S286	S646	S438	S45	S693	S620	S482	S607	S455	S217	S159	S647	S30	S171	S346	S627	S251	S53	S317	S707	S229	S43	S587	S510	S261	S208	S194	S350	S440	S363	S486	S434	S137	S559	S209	S284	S189	S436	S412	S687	S23	S142	S180	S40	S509	S684	S668	S375	S266	S606	S231	S446	S423	S191	S516	S465	S577	S542	S3	S562	S439	S637	S157	S608	S285	S683	S148	S295	S416	S265	S128	S47	S568	S532	S685	S232	S631	S187	S493	S323	S141	S254	S665	S270	S498	S224	S602	S140	S196	S511	S279	S411	S299	S666	S309	S271	S386	S445	S223	S322	S320	S338	S694	S495	S215	S199	S298	S517	S166	S310	S595	S634	S701	S619	S7	S2	S371	S264	S395	S181	S558	S518	S566	S31	S718	S630	S150	S686	S15	S51	S433	S596	S177	S39	S549	S698	S372	S524	S483	S37	S288	S243	S415	S616	S505	S273	S164	S185	S330	S228	S41	S642	S425	S396	S241	S11	S613	S121	S644	S453	S59	S262	S17	S663	S175	S146	S706	S356	S599	S437	S585	S494	S32	S218	S337	S365	S289	S409	S176	S540	S512	S315	S487	S14	S22	S403	S314	S355	S26	S571	S657	S464	S444	S316	S456	S534	S431	S429	S300	S393	S138	S610	S533	S378	S594	S410	S622	S584	S200	S143	S490	S497	S617	S184	S458	S360	S155	S52	S368	S597	S678	S275	S691	S357	S700	S598	S441	S618
Unassigned;Other	0.00436235	0.004569881	0.073626374	0.003619037	0.003202562	0.005744748	0.004857609	0.013873474	0.00516629	0.003001686	0.008770626	0.005969041	0.034256218	0.009470719	0.001768694	0.01011557	0.023822398	0.005017936	0.008319935	0.004554226	0.004590917	0.002626127	0.005797742	0.046783626	0.006065017	0.009551761	0.021461762	0.006222177	0.005821129	0.002740993	0.004715673	0.005410817	0.004861808	0.002771973	0.018716375	0.003829633	0.027661338	0.006549197	0.01060557	0.00269312	0.004378329	0.011256265	0.025070924	0.009893691	0.003705153	0.006318149	0.002640551	0.011396905	0.00996179	0.008124695	0.006344603	0.009563482	0.00176466	0.003621002	0.014075817	0.008481957	0.006895717	0.012344025	0.002865731	0.008584807	0.00765016	0.00572357	0.009130752	0.004264265	0.007544505	0.006244586	0.008108108	0.003608247	0.010622669	0.005634055	0.011507322	0.00708348	0.007130006	0.026003602	0.005172451	0.016373185	0.008264463	0.002850972	0.00256902	0.008290023	0.002391455	0.003369827	0.004710294	0.004158716	0.009487359	0.00467657	0.003091338	0.010114325	0.005068194	0.004524887	0.008293613	0.007209142	0.007337438	0.003817475	0.011355084	0.008205156	0.008520912	0.002679665	0.013997813	0.006718995	0.008488124	0.006233596	0.009667108	0.005277333	0.008147141	0.01399749	0.009150628	0.00963537	0.006530476	0.003701885	0.007648082	0.012268699	0.009004702	0.0060555	0.005545447	0.003016198	0.008945565	0.004332209	0.002024239	0.005478246	0.004682789	0.08346023	0.006876932	0.004058248	0.005552938	0.006569309	0.004517409	0.006394949	0.005946427	0.002074647	0.004845222	0.005067786	0.006428801	0.01090996	0.012643515	0.002789196	0.010884925	0.016192994	0.005842259	0.002115692	0.009428631	0.009391227	0.010034904	0.003884971	0.006031923	0.008034072	0.010365149	0.00667696	0.004498426	0.004061101	0.006745935	0.007692308	0.007139719	0.003700859	0.005762691	0.014266414	0.004123576	0.01536643	0.008880664	0.01887261	0.001696245	0.004334216	0.006656235	0.00622452	0.003068157	0.007633588	0.004977493	0.006317062	0.011346657	0.006954423	0.004830589	0.002556981	0.012244898	0.008165612	0.008839409	0.004530885	0.009262524	0.004494875	0.006255792	0.009493715	0.017062315	0.010087424	0.004338395	0.008549595	0.011258326	0.004242723	0.005084929	0.005203229	0.040776605	0.006336845	0.004754358	0.005079089	0.001353424	0.007650178	0.004094831	0.007484421	0.003089598	0.007788595	0.005028515	0.00805718	0.003498712	0.006094348	0.007911094	0.002967359	0.00464637	0.005841573	0.006181902	0.003874682	0.00474531	0.004842615	0.006664873	0.008120329	0.005539998	0.017180579	0.007141569	0.00516568	0.007570243	0.018125931	0.005895933	0.012138781	0.006554207	0.006628075	0.011841746	0.007182552	0.006586967	0.006600349	0.001510229	0.005356708	0.002792077	0.009380029	0.007913517	0.003294004	0.006439551	0.006480648	0.00714879	0.010449711	0.006453317	0.011266889	0.003901487	0.004095336	0.006516515	0.025090754	0.0086877	0.006578364	0.006271729	0.00960192	0.004254942	0.236700013	0.001881987	0.006631213	0.004978862	0.006158445	0.003229475	0.00388377	0.00341039	0.008738629	0.005605309	0.00773489	0.004071812	0.007989121	0.023997867	0.006487974	0.010565777	0.005112877	0.011256527	0.013452125	0.005383178	0.019936508	0.008598835	0.00428574	0.021707	0.005480817	0.002523052	0.010748102	0.005728531	0.001934763	0.00636709	0.0049791	0.008815427	0.020211015	0.004337164	0.003702678	0.010210369	0.004863466	0.005591377	0.005752812	0.004256966	0.004915571	0.00236147	0.004263382	0.01349151	0.005883822	0.007466942	0.010049039	0.006418201	0.004230769	0.020493381	0.006553672	0.00620887	0.002744625	0.004990773	0.02545354	0.012481116	0.00670148	0.004776429	0.009950414	0.012078186	0.003792621	0.007023061	0.015984427	0.004828797	0.006703973	0.006956639	0.003474722	0.013371657	0.012839276	0.007783447	0.004682135	0.006428989	0.002762691	0.009230427	0.003540276	0.004449026	0.009919102	0.007826306	0.011734278	0.005953455	0.008687054	0.007604777	0.004531038	0.008439123	0.007517191	0.00957316	0.008596242	0.005941791	0.006547023	0.005416322	0.000685574	0.009598695	0.00316505	0.002024656	0.006528131	0.003008563	0.006062387	0.003933541	0.008704283	0.004160488	0.00533386	0.003897444	0.003925096	0.008979268	0.007828994	0.004746906	0.002103005	0.004949119	0.006408973	0.006542751	0.00942278	0.005033557	0.009681739	0.005544262	0.02623649	0.010207113	0.009221557	0.01116089	0.011390983	0.004114662	0.004398721	0.006341343	0.006160691	0.016783144	0.007715361	0.006575342	0.005327352	0.009418181	0.009772773	0.002656042	0.011263834	0.006281908	0.021496956	0.014303347	0.083646389	0.003353079	0.009972078	0.004772154	0.003516845	0.015162694	0.005926965	0.003540519	0.008499025	0.004296236	0.044593687	0.004154765	0.00248227	0.008703834	0.009631122	0.005814321	0.010975079	0.025642479	0.006519155	0.003687583	0.021518467	0.004858819	0.010355508	0.00493996	0.004635105	0.002965366	0.01017284	0.009495957	0.002719855	0.006581883	0.006914847	0.004980606	0.003538624	0.008470171	0.00885144	0.015629107	0.004988375	0.00616173	0.00537821	0.003027551	0.007336885	0.001413655	0.010325245	0.010749331	0.003070804	0.006191602	0.004753598	0.011044824	0.016514456	0.009768786	0.00992254	0.009862477	0.004832361	0.006885528	0.004704726	0.154161948	0.005464603	0.0032539	0.002214327	0.008617118	0.002645154	0.008215086	0.005307248	0.007582243	0.004545455	0.003189657	0.010660107	0.003246343	0.007715339	0.00406345	0.007615043	0.003319475	0.002291826	0.00937214	0.008578524	0.00397304	0.004354088	0.003177553	0.011129534	0.014757201	0.015286755	0.005620176	0.004843321	0.009731374	0.011203711	0.003183555	0.00466584	0.010488032	0.004990715	0.007807157	0.021816961	0.010427585	0.025171533	0.005501719	0.006882679	0.006759483	0.002354524	0.068196473	0.006958921	0.008467676	0.012487853	0.007161759	0.008898136	0.008182092	0.007444651	0.010712439	0.018427477	0.007931213	0.007845756	0.003728252	0.014872647	0.001415465	0.004302628	0.003412758	0.006876306	0.003021253	0.014555556	0.004803358	0.001488654	0.006098606	0.006073094	0.006489395	0.00194904	0.005711178	0.005081143	0.006531123	0.006120107	0.012297634	0.008338028	0.007695209	0.003083284	0.001322129	0.01618929	0.010441565	0.004058339	0.008834085	0.006933558	0.012152703	0.002312746	0.008705549	0.006481171	0.005827098	0.005307547	0.002879496	0.004694836	0.007198953	0.005350148	0.005272678	0.005576949	0.017502917	0.003339835	0.005543175	0.004408012	0.003234539	0.009034948	0.006575342	0.011895014	0.003859621	0.004657401	0.008192361	0.019226101	0.016313214	0.005643575	0.003773986	0.005198915	0.01536393	0.011508507	0.009437572	0.005187781	0.008347245	0.004695938	0.005976096	0.004229671	0.009507557	0.006740196	0.001923077	0.007166109	0.006330783	0.014908257	0.002547065	0.002956556	0.011115861	0.010065127	0.005245589	0.008531595	0.003551575	0.003958011	0.010607312	0.003029299	0.011873983	0.007009722	0.006147306	0.004808059	0.003921038	0.015428441	0.002564373	0.005383432	0.006010387	0.003666172	0.005319149	0.002110673	0.004096682	0.011362514	0.005519779	0.007739439
k__Archaea;p__Crenarchaeota	0	0	0	0	0.000160128	2.51E-05	0	0	0.000107631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04E-05	0	0.000517286	0	0	0	0	0	0	0.000103381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000157196	0	0	0	8.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109186	0	0	0	0	0	0	0	2.02E-05	0.000358594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027552	0	0	0	0	0.000220313	0.00097371	0	0.000118973	0	0	0	0	0	0	0	5.62E-05	0	0	0.000290276	0.000109842	0.00027931	0	0	0	0	0	0	0	0	0	0	0	0	0.000216413	0	0	0	0	0	0	0	0	0	0	0	0	7.02E-06	0	0	0	0	0	0	0	0	0	0	0	0.00043535	0	0	0	0	0.000158441	0.000154536	6.13E-05	0	1.62E-05	0	0.000188359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62E-05	0	0	0	0	0	2.12E-05	0	0	0	0.000180018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25E-05	0	0	0	0	0	0	0	6.44E-05	0	0	0	0	0	0	0	0	0	0	0	1.89E-05	0	0	0	0	0	0	0	0	0	0	5.40E-05	0	0	0	0	0	3.66E-05	0	4.55E-05	0	0	0	0	5.43E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.54E-05	0	0	0	6.65E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62E-05	0	0	0	4.95E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23E-05	0	0	0	0	0	0.000102291	0	0	0	0	0	0	0	0	0	0.000362713	0	0	0	0	0	0	0	0	0	0	0.000217448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09E-05	2.69E-05	0	0	0	0	0	0	7.02E-05	0	0	0	0	8.29E-05	0	0	0	0	0.000413223	0	0	0.000126481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.85E-05	0	2.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.18E-05	0	0	0	0	0	0	1.12E-05	0	0	0	0	0	0	0	0	0	4.66E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54E-05	2.83E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000131891	0	0	0	0	0	0	0	0	8.60E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota	0.001650619	0.003554352	0.004761905	0.00130628	0.001200961	0.007137034	0.00678582	0.002933249	0.002511391	0.002447528	0.001709529	0.002142	0.001949247	0.010459749	0.000786086	0.003912383	0.007537928	0.005359583	0.008141286	0.001698186	0.005028147	0.001335781	0.004803843	0.00377111	0.006938379	0.005709712	0.003953482	0.005716309	0.002838572	0.002179585	0.007674526	0.006197411	0.009829308	0.015181884	0.015609608	0.007245252	0.00589698	0.006315297	0.001619171	0.001029416	0.003174928	0.00521732	0.006113787	0.009350508	0.003887802	0.005910527	0.016261114	0.00334588	0.001774017	0.004079782	0.002537841	0.002856823	0.000698107	0.001465644	0.004589102	0.012154947	0.003226067	0.003731915	0.000531062	0.007692879	0.002170991	0.018869318	0.014852691	0.001863752	0.007693165	0.010215131	0.013589646	0.003092784	0.003729235	0.007690932	0.003705083	0.006732233	0.006197108	0.007329041	0.00437834	0.000926784	0.002569623	0.007602592	0.002279553	0.003060932	0.005048626	0.009081129	0.014725385	0.002103821	0.001671069	0.001571956	0.008222321	0.004005171	0.008034942	0.001827358	0.004003813	0.000230079	0.00927722	0.009026366	0.008835368	0.002843371	0.00205922	0.001173949	0.005342915	0.001193093	0.015187272	0.008366142	0.015903953	0.001746979	0.009079723	0.003813109	0.013737467	0.028740932	0.003390824	0.001208779	0.006569676	0.094885347	0.008805483	0.003843926	0.005025561	0.00785701	0.002664636	0.004277371	0.000734915	0.004328793	0.005645006	0.012538474	0.004659289	0.001671043	0.005384667	0.004371662	0.010026443	0.011251872	0.001945093	0.000684835	0.007357559	0.00493867	0.00270928	0.006981312	0.005726435	0.003449794	0.003246381	0.00154219	0.005842259	0.00619227	0.005859433	0.002835782	0.002617801	0.003040412	0.002876763	0.001742329	0.00579842	0.005925802	0.001068376	0.00070377	0.009366659	0.006386067	0.004503515	0.000907758	0.00106828	0.004701432	0.001767247	0.007378174	0.002222904	0.003642083	0.000481025	0.001324344	0.009692412	0.004877694	0.002246329	0.006306007	0.001688019	0.004805803	0.004109077	0.005172711	0.006531501	0.001587092	0.010260771	0.007360552	0.003057958	0.003711469	0.002756322	0.007619361	0.005444856	0.00514711	0.011229919	0.005716207	0.003062396	0.008209125	0.004090646	0.001578688	0.003786649	0.001971627	0.004525327	0.008627271	0.009668423	0.007546075	0.000661674	0.004694428	0.001186201	0.005887327	0.006575299	0.002441663	0.005089839	0.000406108	0.00566921	0.006896236	0.001883594	0.006869639	0.003849294	0.005091488	0.004250058	0.005203144	0.004003856	0.008071025	0.012681603	0.008704746	0.008949227	0.00479508	0.002669071	0.003086809	0.002038142	0.004359165	0.005327651	0.00434822	0.005533469	0.001765557	0.005238745	0.005373807	0.007044069	0.000990052	0.000526824	0.007582872	0.00253032	0.034682815	0.004945948	0.004280344	0.004570004	0.00540054	0.008080147	0.018940101	0.004792815	0.00275316	0.010647809	0.001918536	0.001873498	0.002509075	0.003607174	0.003610348	0.005658191	0.005641128	0.00345714	0.022602654	0.001367577	0.001378767	0.001799378	0.003049327	0.002832496	0.002636428	0.000673909	0.003080009	0.00444559	0.007583226	0.004349435	0.00135985	0.005599502	0.004521921	0.009342475	0.001415874	0.00840849	0.00992755	0.008635514	0.006095238	0.226435977	0.000764676	0.026648553	0.003903006	0.009243543	0.003070886	0.004561608	0.001185383	0.005417422	0.001413819	0.003673095	0.005909496	0.001958129	0.004498581	0.004048939	0.003956214	0.003973447	0.001282474	0.002051084	0.003094989	0.001537701	0.000757935	0.00075599	0.004745913	0.000977491	0.001929416	0.002213173	0.002230769	0.006515237	0.007344633	0.002145923	0.006736807	0.00348096	0.00743756	0.004280268	0.001827676	0.00086321	0.003061666	0.005992993	0.003682156	0.008595388	0.006099605	0.006321335	0.005041831	0.004913549	0.003568634	0.004373907	0.007650346	0.016777653	0.006554989	0.005727645	0.01123913	0.001779359	0.041519565	0.004232	0.005081507	0.001577884	0.006896882	0.005682843	0.003601949	0.005238846	0.007174143	0.004760531	0.006150429	0.001317407	0.008862106	0.004666152	0.010475237	0.008170385	0.000577326	0.009459835	0.00171224	0.000742374	0.002840484	0.003134796	0.000992027	0.001174191	0.009238757	0.000823859	0.003595417	0.002942188	0.000981274	0.001320481	0.000615764	0.006388359	0.000715022	0.003392093	0.003004206	0.005154895	0.004208742	0.003355705	0.006076836	0.000369617	0.00899996	0.006507709	0.004311377	0.007492992	0.002887855	0.007817858	0.004434776	0.002328462	0.004363823	0.006806786	0.002901231	0.006894977	0.006308706	0.008891129	0.005489644	0.004330504	0.004889726	0.003738779	0.00709829	0.005082408	0.016420262	0.000223539	0.006520872	0.004427772	0.003845522	0.006614598	0.003505194	0.000236035	0.007095517	0.005114566	0.021490934	0.006333131	0.004192741	0.003528582	0.002014352	0.004739936	0.005417104	0.004743008	0.004755148	0.001148591	0.004441885	0.00110011	0.003837086	0.004711962	0.002493367	0.001612238	0.000493827	0.002536953	0.01087942	0.005187416	0.00217448	0.004848378	0.021946996	0.002171055	0.00076599	0.027530171	0.002212358	0.006204078	0.010843164	0.003784438	0.001484846	0.000449799	0.003194373	0.010660125	0.005907642	0.008302375	0.001504579	0.004326561	0.006435433	0.005260116	0.002880737	0.005099697	0.001757222	0.006701094	0.002247033	0.028171008	0.001427488	0.003062494	0.000352279	0.014251388	0.000347102	0.002389843	0.004943025	0.001161795	0.002231405	0.001649405	0.001640016	0.000969687	0.009135575	0.009090088	0.00626022	0.007283509	0.000830372	0.012557203	0.00722402	0.011493437	0.009378035	0.006564945	0.003896373	0.007903531	0.001538935	0.003130224	0.001594989	0.008565636	0.006368425	0.00281972	0.00930914	0.003214074	0.001973073	0.00408708	0.001566346	0.003520654	0.00837039	0.007939981	0.001599496	0.0055152	0.001749075	0.026550351	0.002452483	0.004030288	0.002956561	0.005649599	0.007747134	0.004091046	0.001861163	0.004260349	0.002909602	0.015047068	0.000834655	0.000473429	0.002523303	0.000471822	0.003638464	0.002916356	0.005769774	0.004479789	0.003888889	0.001278205	0.000534759	0.005755713	0.003687236	0.002849003	0.000760601	0.005892485	0.00129621	0.002997159	0.002698797	0.004410544	0.011380282	0.00701622	0.00574612	0.000717087	0.00705687	0.003107309	0.006214331	0.01177878	0.01229953	0.006140765	0.000762155	0.001976719	0.007375126	0.001981213	0.003780718	0.002607845	0.002423141	0.001776365	0.002388459	0.003252126	0.004027796	0.007743715	0.004386507	0.008189415	0.003737788	0.01430932	0.001638205	0.00369863	0.041977331	0.001233487	0.00397464	0.000602901	0.00351993	0.004647727	0.005022264	0.009337515	0.004040461	0.006116058	0.006994395	0.003443438	0.006278724	0.00924618	0.008628786	0.00537245	0.00830073	0.00828864	0.013020833	0.003066528	0.013852135	0.005803218	0.001146789	0.001771872	0.003665152	0.00954824	0.008880995	0.003814974	0.003676216	0.007759419	0.001118568	0.002499674	0.002981966	0.002872738	0.003572004	0.006262208	0.004197512	0.003380206	0.003372835	0.007095936	0.001538123	0.004026376	0.00084604	0.004572602	0.003211893	0.005559782	0.001877285	0.007614164	0.002579813
k__Bacteria;Other	0	4.23E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000313676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.85E-05	0	0	0	0.000308928	0	0	0	0	0	0	4.57E-05	0	0	0	0	0	4.12E-05	0	0	0	0	0	3.27E-05	0	7.10E-05	0	0	0	7.61E-05	0	0	0	5.18E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24E-05	0	0	0	0	8.09E-05	0.000111148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145596	0	0	0	0	0	0	5.72E-05	0	0	0	0	0	0	5.48E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000181839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.91E-05	0	0	0	0	0	0	0	0	0	0	0	0.000196967	0	0	1.07E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97E-05	0	3.66E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001844	0	0.000524109	0	8.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.64E-05	0	0	0	0	0	0	0	0	0	0	0	1.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90E-05	0	0	0	0	5.20E-05	0	0	0.000152645	0	0	0	0	0	0.000187541	0	0	6.29E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000188225	9.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	6.20E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.99E-05	0	0	0	0	0	0	9.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000243784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__	0	0	0	0	0	0	0	0	3.59E-05	0	0	2.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	4.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.72E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.24E-05	0	0	0	0	0	0	0	0	2.53E-05	4.12E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.98E-05	0	0	0	0	0	0	0	6.02E-05	0	0	5.48E-05	0	4.33E-05	0	4.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23E-05	0	0	0	1.62E-05	0	0	3.09E-05	0	0	1.62E-05	0	0	0	0	0	1.93E-05	0	0	0	0	0	0	0	0	6.30E-05	0	7.45E-05	0	0	0	0	0	0	1.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143256	0	0	0	0	0	0	0	0	3.39E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38E-05	0	0	0	0	0	0	0	0	0	0	0	2.96E-05	0	0	0	0	0	0	0	0	0	0	0	0.000419287	0	0	5.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152707	0	0	0	0	0	0	0	0	0	0	0	7.50E-06	0	0.000102997	0	4.02E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.05E-05	0	0	0	1.73E-05	6.15E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.84E-05	0	3.83E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-05	0	0	0	0	0	0	0	0	0	0	0	5.78E-05	0	1.53E-05	0	6.15E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48E-05	0	0	1.95E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43E-05	0	0	0	0	0	0	0	2.97E-05	0	0	0	0	0	2.22E-05	0	0	0	0	0	0	0	5.18E-05	0	0	0	0	0	0	0	0	2.52E-05	0	0	0	0	0	0	0	0	7.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43E-05	0	0	3.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119218	3.47E-05	0	0	0	0	9.58E-05	0	0	0	0	0	0	0	0	0	4.67E-05	0	0	0	0	0
